Batter,Opponent,runs,balls_faced,innings,strike_rate
J Botha,Deccan Chargers,84,60,3,140.0
J Botha,Delhi Daredevils,92,67,3,137.31
J Botha,Kings XI Punjab,17,14,3,121.43
J Botha,Kochi Tuskers Kerala,14,7,1,200.0
J Botha,Kolkata Knight Riders,33,31,4,106.45
J Botha,Mumbai Indians,49,45,3,108.89
J Botha,Pune Warriors,19,21,2,90.48
J Botha,Rajasthan Royals,2,3,1,66.67
J Botha,Royal Challengers Bengaluru,19,20,1,95.0
J Botha,Sunrisers Hyderabad,22,27,3,81.48
J Fraser-McGurk,Chennai Super Kings,0,5,1,0.0
J Fraser-McGurk,Gujarat Titans,43,24,2,179.17
J Fraser-McGurk,Kolkata Knight Riders,12,6,1,200.0
J Fraser-McGurk,Lucknow Super Giants,56,39,3,143.59
J Fraser-McGurk,Mumbai Indians,78,27,2,288.89
J Fraser-McGurk,Rajasthan Royals,59,26,2,226.92
J Fraser-McGurk,Royal Challengers Bengaluru,28,14,2,200.0
J Fraser-McGurk,Sunrisers Hyderabad,103,50,2,206.0
J Overton,Gujarat Titans,18,6,1,300.0
J Overton,Kolkata Knight Riders,7,6,1,116.67
J Overton,Mumbai Indians,19,10,2,190.0
J Overton,Rajasthan Royals,54,40,2,135.0
J Overton,Royal Challengers Bengaluru,33,15,1,220.0
J Overton,Sunrisers Hyderabad,16,15,1,106.67
J Suchith,Chennai Super Kings,7,16,2,43.75
J Suchith,Delhi Capitals,14,6,1,233.33
J Suchith,Kings XI Punjab,34,21,1,161.9
J Suchith,Punjab Kings,0,1,1,0.0
J Suchith,Rajasthan Royals,0,1,1,0.0
J Suchith,Royal Challengers Bengaluru,6,11,2,54.55
J Suchith,Sunrisers Hyderabad,9,5,1,180.0
J Syed Mohammad,Chennai Super Kings,2,2,1,100.0
J Syed Mohammad,Deccan Chargers,4,1,1,400.0
J Syed Mohammad,Delhi Daredevils,14,12,2,116.67
J Syed Mohammad,Mumbai Indians,9,11,1,81.82
J Theron,Chennai Super Kings,0,1,1,0.0
J Theron,Kings XI Punjab,7,6,1,116.67
J Theron,Mumbai Indians,1,1,1,100.0
J Theron,Rajasthan Royals,2,4,1,50.0
J Yadav,Delhi Capitals,34,26,2,130.77
J Yadav,Rising Pune Supergiants,1,3,1,33.33
J Yadav,Royal Challengers Bengaluru,5,7,1,71.43
JA Morkel,Chennai Super Kings,81,63,2,128.57
JA Morkel,Deccan Chargers,138,90,9,153.33
JA Morkel,Delhi Daredevils,80,60,8,133.33
JA Morkel,Kings XI Punjab,111,83,9,133.73
JA Morkel,Kochi Tuskers Kerala,22,14,2,157.14
JA Morkel,Kolkata Knight Riders,106,73,7,145.21
JA Morkel,Mumbai Indians,38,34,6,111.76
JA Morkel,Pune Warriors,16,18,3,88.89
JA Morkel,Rajasthan Royals,248,156,10,158.97
JA Morkel,Royal Challengers Bengaluru,127,92,11,138.04
JA Richardson,Chennai Super Kings,15,22,1,68.18
JA Richardson,Mumbai Indians,2,2,1,100.0
JA Richardson,Rajasthan Royals,0,2,1,0.0
JC Archer,Chennai Super Kings,55,33,5,166.67
JC Archer,Delhi Capitals,6,11,4,54.55
JC Archer,Gujarat Titans,17,16,4,106.25
JC Archer,Kings XI Punjab,16,10,5,160.0
JC Archer,Kolkata Knight Riders,81,50,7,162.0
JC Archer,Mumbai Indians,89,59,4,150.85
JC Archer,Punjab Kings,1,2,1,50.0
JC Archer,Royal Challengers Bengaluru,18,18,4,100.0
JC Archer,Sunrisers Hyderabad,26,21,6,123.81
JC Buttler,Chennai Super Kings,462,327,13,141.28
JC Buttler,Delhi Capitals,418,265,10,157.74
JC Buttler,Delhi Daredevils,144,77,5,187.01
JC Buttler,Gujarat Lions,85,85,4,100.0
JC Buttler,Gujarat Titans,197,135,6,145.93
JC Buttler,Kings XI Punjab,361,235,9,153.62
JC Buttler,Kolkata Knight Riders,598,397,16,150.63
JC Buttler,Lucknow Super Giants,205,153,8,133.99
JC Buttler,Mumbai Indians,607,417,13,145.56
JC Buttler,Punjab Kings,192,132,7,145.45
JC Buttler,Rajasthan Royals,134,84,5,159.52
JC Buttler,Rising Pune Supergiants,82,51,4,160.78
JC Buttler,Royal Challengers Bengaluru,696,437,20,159.27
JC Buttler,Sunrisers Hyderabad,442,299,16,147.83
JD Ryder,Chennai Super Kings,116,89,4,130.34
JD Ryder,Deccan Chargers,60,41,4,146.34
JD Ryder,Delhi Daredevils,138,85,3,162.35
JD Ryder,Kings XI Punjab,95,80,6,118.75
JD Ryder,Kochi Tuskers Kerala,17,10,1,170.0
JD Ryder,Kolkata Knight Riders,45,49,3,91.84
JD Ryder,Mumbai Indians,21,29,3,72.41
JD Ryder,Rajasthan Royals,19,16,3,118.75
JD Ryder,Royal Challengers Bengaluru,85,56,2,151.79
JD Unadkat,Chennai Super Kings,61,43,5,141.86
JD Unadkat,Delhi Capitals,11,7,1,157.14
JD Unadkat,Kings XI Punjab,7,11,4,63.64
JD Unadkat,Kolkata Knight Riders,46,49,6,93.88
JD Unadkat,Lucknow Super Giants,15,7,2,214.29
JD Unadkat,Punjab Kings,18,8,2,225.0
JD Unadkat,Rajasthan Royals,5,2,1,250.0
JD Unadkat,Royal Challengers Bengaluru,36,39,5,92.31
JD Unadkat,Sunrisers Hyderabad,2,3,2,66.67
JDP Oram,Deccan Chargers,41,28,1,146.43
JDP Oram,Delhi Daredevils,3,7,1,42.86
JDP Oram,Kings XI Punjab,30,31,2,96.77
JDP Oram,Kochi Tuskers Kerala,0,3,1,0.0
JDP Oram,Mumbai Indians,13,8,2,162.5
JDP Oram,Rajasthan Royals,3,8,2,37.5
JDP Oram,Royal Challengers Bengaluru,16,22,2,72.73
JDS Neesham,Chennai Super Kings,24,19,3,126.32
JDS Neesham,Delhi Capitals,10,8,1,125.0
JDS Neesham,Gujarat Titans,17,15,1,113.33
JDS Neesham,Kings XI Punjab,12,20,1,60.0
JDS Neesham,Kolkata Knight Riders,8,11,1,72.73
JDS Neesham,Lucknow Super Giants,14,12,1,116.67
JDS Neesham,Mumbai Indians,7,7,1,100.0
JDS Neesham,Sunrisers Hyderabad,0,1,1,0.0
JE Root,Royal Challengers Bengaluru,10,15,1,66.67
JE Taylor,Chennai Super Kings,3,3,2,100.0
JEC Franklin,Chennai Super Kings,39,52,3,75.0
JEC Franklin,Deccan Chargers,20,24,2,83.33
JEC Franklin,Kings XI Punjab,101,73,2,138.36
JEC Franklin,Kolkata Knight Riders,74,48,2,154.17
JEC Franklin,Pune Warriors,63,72,3,87.5
JEC Franklin,Rajasthan Royals,13,8,2,162.5
JEC Franklin,Royal Challengers Bengaluru,17,23,2,73.91
JG Bethell,Chennai Super Kings,55,33,1,166.67
JG Bethell,Delhi Capitals,32,17,2,188.24
JG Bethell,Gujarat Titans,19,15,2,126.67
JG Bethell,Kolkata Knight Riders,15,12,1,125.0
JG Bethell,Lucknow Super Giants,4,5,1,80.0
JG Bethell,Mumbai Indians,27,27,1,100.0
JG Bethell,Punjab Kings,11,7,1,157.14
JH Kallis,Chennai Super Kings,320,286,14,111.89
JH Kallis,Deccan Chargers,292,281,11,103.91
JH Kallis,Delhi Daredevils,333,308,14,108.12
JH Kallis,Kings XI Punjab,266,217,11,122.58
JH Kallis,Kochi Tuskers Kerala,51,50,2,102.0
JH Kallis,Kolkata Knight Riders,135,128,5,105.47
JH Kallis,Mumbai Indians,475,392,13,121.17
JH Kallis,Pune Warriors,16,34,4,47.06
JH Kallis,Rajasthan Royals,246,249,12,98.8
JH Kallis,Royal Challengers Bengaluru,220,212,7,103.77
JH Kallis,Sunrisers Hyderabad,65,56,2,116.07
JJ Bumrah,Chennai Super Kings,8,10,3,80.0
JJ Bumrah,Delhi Capitals,4,4,2,100.0
JJ Bumrah,Delhi Daredevils,0,3,2,0.0
JJ Bumrah,Gujarat Lions,0,1,1,0.0
JJ Bumrah,Gujarat Titans,1,1,1,100.0
JJ Bumrah,Kings XI Punjab,2,2,1,100.0
JJ Bumrah,Kolkata Knight Riders,1,2,2,50.0
JJ Bumrah,Lucknow Super Giants,0,2,1,0.0
JJ Bumrah,Punjab Kings,0,1,1,0.0
JJ Bumrah,Rajasthan Royals,15,13,4,115.38
JJ Bumrah,Rising Pune Supergiants,16,11,1,145.45
JJ Bumrah,Royal Challengers Bengaluru,7,11,5,63.64
JJ Bumrah,Sunrisers Hyderabad,21,24,5,87.5
JJ Roy,Chennai Super Kings,75,48,3,156.25
JJ Roy,Delhi Capitals,43,39,1,110.26
JJ Roy,Kolkata Knight Riders,25,27,3,92.59
JJ Roy,Lucknow Super Giants,45,28,1,160.71
JJ Roy,Mumbai Indians,139,81,3,171.6
JJ Roy,Punjab Kings,38,24,1,158.33
JJ Roy,Rajasthan Royals,70,50,2,140.0
JJ Roy,Royal Challengers Bengaluru,117,92,4,127.17
JJ Roy,Sunrisers Hyderabad,62,52,3,119.23
JJ van der Wath,Chennai Super Kings,14,10,1,140.0
JJ van der Wath,Deccan Chargers,0,1,1,0.0
JJ van der Wath,Kings XI Punjab,4,5,1,80.0
JL Denly,Delhi Capitals,0,1,1,0.0
JL Pattinson,Chennai Super Kings,11,8,1,137.5
JL Pattinson,Sunrisers Hyderabad,4,5,1,80.0
JM Bairstow,Chennai Super Kings,150,117,8,128.21
JM Bairstow,Delhi Capitals,225,150,7,150.0
JM Bairstow,Gujarat Titans,78,49,4,159.18
JM Bairstow,Kings XI Punjab,117,81,3,144.44
JM Bairstow,Kolkata Knight Riders,323,203,6,159.11
JM Bairstow,Lucknow Super Giants,73,56,2,130.36
JM Bairstow,Mumbai Indians,96,60,4,160.0
JM Bairstow,Punjab Kings,101,80,2,126.25
JM Bairstow,Rajasthan Royals,186,156,7,119.23
JM Bairstow,Royal Challengers Bengaluru,288,162,6,177.78
JM Bairstow,Sunrisers Hyderabad,35,28,3,125.0
JM Kemp,Deccan Chargers,22,16,1,137.5
JM Kemp,Delhi Daredevils,4,8,1,50.0
JM Sharma,Chennai Super Kings,66,42,5,157.14
JM Sharma,Delhi Capitals,107,105,7,101.9
JM Sharma,Gujarat Titans,147,103,9,142.72
JM Sharma,Kolkata Knight Riders,50,34,3,147.06
JM Sharma,Lucknow Super Giants,142,71,7,200.0
JM Sharma,Mumbai Indians,181,98,7,184.69
JM Sharma,Punjab Kings,37,25,3,148.0
JM Sharma,Rajasthan Royals,185,124,7,149.19
JM Sharma,Royal Challengers Bengaluru,76,55,4,138.18
JM Sharma,Sunrisers Hyderabad,109,66,7,165.15
JO Holder,Chennai Super Kings,5,6,2,83.33
JO Holder,Delhi Capitals,21,23,2,91.3
JO Holder,Delhi Daredevils,0,1,1,0.0
JO Holder,Gujarat Lions,13,8,1,162.5
JO Holder,Gujarat Titans,1,2,1,50.0
JO Holder,Kings XI Punjab,5,8,1,62.5
JO Holder,Kolkata Knight Riders,31,25,3,124.0
JO Holder,Mumbai Indians,12,13,3,92.31
JO Holder,Punjab Kings,64,45,4,142.22
JO Holder,Rajasthan Royals,16,23,3,69.57
JO Holder,Royal Challengers Bengaluru,128,84,9,152.38
JO Holder,Sunrisers Hyderabad,28,23,4,121.74
JP Behrendorff,Gujarat Titans,6,9,2,66.67
JP Duminy,Chennai Super Kings,148,122,8,121.31
JP Duminy,Deccan Chargers,99,88,2,112.5
JP Duminy,Delhi Daredevils,101,68,6,148.53
JP Duminy,Gujarat Lions,61,50,2,122.0
JP Duminy,Kings XI Punjab,170,165,7,103.03
JP Duminy,Kolkata Knight Riders,246,199,10,123.62
JP Duminy,Mumbai Indians,260,194,8,134.02
JP Duminy,Pune Warriors,83,83,4,100.0
JP Duminy,Rajasthan Royals,278,227,9,122.47
JP Duminy,Rising Pune Supergiants,48,46,2,104.35
JP Duminy,Royal Challengers Bengaluru,426,306,12,139.22
JP Duminy,Sunrisers Hyderabad,106,83,5,127.71
JP Faulkner,Chennai Super Kings,21,20,4,105.0
JP Faulkner,Delhi Daredevils,91,52,7,175.0
JP Faulkner,Kings XI Punjab,122,83,5,146.99
JP Faulkner,Kolkata Knight Riders,14,14,5,100.0
JP Faulkner,Mumbai Indians,99,85,6,116.47
JP Faulkner,Pune Warriors,25,20,3,125.0
JP Faulkner,Rajasthan Royals,11,9,1,122.22
JP Faulkner,Rising Pune Supergiants,15,12,2,125.0
JP Faulkner,Royal Challengers Bengaluru,53,34,5,155.88
JP Faulkner,Sunrisers Hyderabad,73,56,7,130.36
JP Inglis,Chennai Super Kings,123,70,3,175.71
JP Inglis,Delhi Capitals,32,12,1,266.67
JP Inglis,Kolkata Knight Riders,13,12,2,108.33
JP Inglis,Lucknow Super Giants,30,14,1,214.29
JP Inglis,Mumbai Indians,124,68,3,182.35
JP Inglis,Punjab Kings,72,44,1,163.64
JP Inglis,Rajasthan Royals,60,29,1,206.9
JP Inglis,Royal Challengers Bengaluru,86,64,4,134.38
JPR Scantlebury-Searles,Kings XI Punjab,6,1,1,600.0
JPR Scantlebury-Searles,Rajasthan Royals,2,5,1,40.0
JR Hazlewood,Chennai Super Kings,7,7,1,100.0
JR Hazlewood,Gujarat Titans,0,1,1,0.0
JR Hazlewood,Lucknow Super Giants,1,2,1,50.0
JR Hazlewood,Punjab Kings,7,5,2,140.0
JR Hazlewood,Rajasthan Royals,1,4,2,25.0
JR Hazlewood,Sunrisers Hyderabad,3,11,1,27.27
JR Hopes,Chennai Super Kings,95,51,4,186.27
JR Hopes,Deccan Chargers,34,24,2,141.67
JR Hopes,Delhi Daredevils,4,6,1,66.67
JR Hopes,Kings XI Punjab,7,7,1,100.0
JR Hopes,Kolkata Knight Riders,56,52,3,107.69
JR Hopes,Mumbai Indians,55,45,2,122.22
JR Hopes,Pune Warriors,13,4,1,325.0
JR Hopes,Rajasthan Royals,67,51,2,131.37
JR Hopes,Royal Challengers Bengaluru,86,65,3,132.31
JR Philippe,Delhi Capitals,12,17,1,70.59
JR Philippe,Kings XI Punjab,0,3,1,0.0
JR Philippe,Mumbai Indians,33,24,1,137.5
JR Philippe,Sunrisers Hyderabad,33,33,2,100.0
Jaskaran Singh,Kings XI Punjab,3,3,1,100.0
Jaskaran Singh,Kolkata Knight Riders,4,4,1,100.0
Jaskaran Singh,Mumbai Indians,1,4,2,25.0
Joginder Sharma,Deccan Chargers,16,10,1,160.0
Joginder Sharma,Delhi Daredevils,4,3,1,133.33
Joginder Sharma,Mumbai Indians,16,16,2,100.0
Joginder Sharma,Rajasthan Royals,0,1,1,0.0
K Goel,Chennai Super Kings,39,46,3,84.78
K Goel,Delhi Daredevils,39,24,2,162.5
K Goel,Kolkata Knight Riders,23,31,3,74.19
K Goel,Mumbai Indians,51,57,4,89.47
K Goel,Rajasthan Royals,27,25,2,108.0
K Goel,Royal Challengers Bengaluru,39,48,2,81.25
K Gowtham,Chennai Super Kings,41,28,5,146.43
K Gowtham,Delhi Capitals,32,21,3,152.38
K Gowtham,Delhi Daredevils,20,7,2,285.71
K Gowtham,Kings XI Punjab,16,13,3,123.08
K Gowtham,Kolkata Knight Riders,35,23,4,152.17
K Gowtham,Mumbai Indians,57,28,4,203.57
K Gowtham,Punjab Kings,1,2,1,50.0
K Gowtham,Rajasthan Royals,0,1,1,0.0
K Gowtham,Royal Challengers Bengaluru,37,18,2,205.56
K Gowtham,Sunrisers Hyderabad,8,7,2,114.29
K Kartikeya,Chennai Super Kings,1,1,1,100.0
K Kartikeya,Gujarat Titans,6,7,1,85.71
K Kartikeya,Kolkata Knight Riders,3,5,1,60.0
K Kartikeya,Mumbai Indians,2,4,1,50.0
K Rabada,Chennai Super Kings,27,23,3,117.39
K Rabada,Delhi Capitals,8,8,2,100.0
K Rabada,Gujarat Titans,2,2,2,100.0
K Rabada,Kings XI Punjab,11,21,2,52.38
K Rabada,Kolkata Knight Riders,34,26,3,130.77
K Rabada,Lucknow Super Giants,4,10,4,40.0
K Rabada,Mumbai Indians,107,96,8,111.46
K Rabada,Rajasthan Royals,34,23,3,147.83
K Rabada,Royal Challengers Bengaluru,12,9,3,133.33
K Rabada,Sunrisers Hyderabad,23,20,4,115.0
K Upadhyay,Kolkata Knight Riders,1,1,1,100.0
K Upadhyay,Royal Challengers Bengaluru,11,8,1,137.5
K Yadav,Mumbai Indians,0,4,1,0.0
KA Jamieson,Chennai Super Kings,16,13,1,123.08
KA Jamieson,Kolkata Knight Riders,15,16,2,93.75
KA Jamieson,Mumbai Indians,6,6,2,100.0
KA Jamieson,Punjab Kings,16,11,1,145.45
KA Jamieson,Royal Challengers Bengaluru,12,18,3,66.67
KA Jamieson,Sunrisers Hyderabad,12,9,1,133.33
KA Maharaj,Punjab Kings,1,2,1,50.0
KA Pollard,Chennai Super Kings,577,337,23,171.22
KA Pollard,Deccan Chargers,70,47,5,148.94
KA Pollard,Delhi Capitals,52,53,7,98.11
KA Pollard,Delhi Daredevils,310,212,17,146.23
KA Pollard,Gujarat Lions,74,51,4,145.1
KA Pollard,Gujarat Titans,4,14,1,28.57
KA Pollard,Kings XI Punjab,500,304,20,164.47
KA Pollard,Kolkata Knight Riders,307,248,20,123.79
KA Pollard,Lucknow Super Giants,44,34,2,129.41
KA Pollard,Pune Warriors,54,45,3,120.0
KA Pollard,Punjab Kings,41,30,3,136.67
KA Pollard,Rajasthan Royals,344,255,18,134.9
KA Pollard,Rising Pune Supergiants,51,47,5,108.51
KA Pollard,Royal Challengers Bengaluru,556,345,24,161.16
KA Pollard,Sunrisers Hyderabad,427,293,16,145.73
KAJ Roach,Mumbai Indians,10,9,1,111.11
KB Arun Karthik,Chennai Super Kings,5,5,1,100.0
KB Arun Karthik,Delhi Daredevils,5,5,1,100.0
KB Arun Karthik,Kings XI Punjab,6,6,1,100.0
KB Arun Karthik,Kolkata Knight Riders,1,2,1,50.0
KB Arun Karthik,Mumbai Indians,31,27,2,114.81
KB Arun Karthik,Rajasthan Royals,3,5,1,60.0
KB Arun Karthik,Sunrisers Hyderabad,0,1,1,0.0
KC Cariappa,Delhi Daredevils,1,2,1,50.0
KC Cariappa,Gujarat Lions,1,3,1,33.33
KC Cariappa,Royal Challengers Bengaluru,12,8,1,150.0
KC Cariappa,Sunrisers Hyderabad,10,8,2,125.0
KC Sangakkara,Chennai Super Kings,131,112,8,116.96
KC Sangakkara,Deccan Chargers,186,128,6,145.31
KC Sangakkara,Delhi Daredevils,239,223,11,107.17
KC Sangakkara,Kings XI Punjab,40,38,3,105.26
KC Sangakkara,Kochi Tuskers Kerala,65,45,1,144.44
KC Sangakkara,Kolkata Knight Riders,215,175,10,122.86
KC Sangakkara,Mumbai Indians,299,257,8,116.34
KC Sangakkara,Pune Warriors,140,115,5,121.74
KC Sangakkara,Rajasthan Royals,177,133,8,133.08
KC Sangakkara,Royal Challengers Bengaluru,188,159,8,118.24
KD Karthik,Chennai Super Kings,726,524,31,138.55
KD Karthik,Deccan Chargers,164,121,9,135.54
KD Karthik,Delhi Capitals,165,127,11,129.92
KD Karthik,Delhi Daredevils,377,259,12,145.56
KD Karthik,Gujarat Titans,25,18,4,138.89
KD Karthik,Kings XI Punjab,557,391,22,142.46
KD Karthik,Kochi Tuskers Kerala,69,33,1,209.09
KD Karthik,Kolkata Knight Riders,442,326,19,135.58
KD Karthik,Lucknow Super Giants,71,51,5,139.22
KD Karthik,Mumbai Indians,423,312,26,135.58
KD Karthik,Pune Warriors,138,141,6,97.87
KD Karthik,Punjab Kings,115,63,7,182.54
KD Karthik,Rajasthan Royals,637,480,29,132.71
KD Karthik,Rising Pune Supergiants,65,51,3,127.45
KD Karthik,Royal Challengers Bengaluru,427,373,24,114.48
KD Karthik,Sunrisers Hyderabad,423,300,24,141.0
KH Pandya,Chennai Super Kings,139,109,11,127.52
KH Pandya,Delhi Capitals,272,208,15,130.77
KH Pandya,Delhi Daredevils,154,83,5,185.54
KH Pandya,Gujarat Lions,53,34,3,155.88
KH Pandya,Gujarat Titans,122,93,10,131.18
KH Pandya,Kings XI Punjab,127,84,6,151.19
KH Pandya,Kolkata Knight Riders,182,143,14,127.27
KH Pandya,Lucknow Super Giants,28,16,1,175.0
KH Pandya,Mumbai Indians,145,110,7,131.82
KH Pandya,Punjab Kings,81,58,7,139.66
KH Pandya,Rajasthan Royals,136,124,12,109.68
KH Pandya,Rising Pune Supergiants,65,54,3,120.37
KH Pandya,Royal Challengers Bengaluru,163,155,13,105.16
KH Pandya,Sunrisers Hyderabad,302,206,16,146.6
KJ Abbott,Kolkata Knight Riders,12,6,1,200.0
KJ Abbott,Rising Pune Supergiants,1,1,1,100.0
KJ Abbott,Royal Challengers Bengaluru,0,1,1,0.0
KK Ahmed,Chennai Super Kings,0,1,1,0.0
KK Ahmed,Delhi Capitals,0,1,1,0.0
KK Ahmed,Gujarat Titans,0,1,1,0.0
KK Ahmed,Kings XI Punjab,0,2,1,0.0
KK Ahmed,Mumbai Indians,1,2,1,50.0
KK Ahmed,Sunrisers Hyderabad,1,2,1,50.0
KK Cooper,Delhi Daredevils,34,18,2,188.89
KK Cooper,Kings XI Punjab,13,5,2,260.0
KK Cooper,Kolkata Knight Riders,4,6,2,66.67
KK Cooper,Mumbai Indians,30,20,4,150.0
KK Cooper,Royal Challengers Bengaluru,8,6,1,133.33
KK Cooper,Sunrisers Hyderabad,26,12,1,216.67
KK Nair,Chennai Super Kings,115,80,6,143.75
KK Nair,Delhi Capitals,1,3,1,33.33
KK Nair,Delhi Daredevils,257,179,6,143.58
KK Nair,Gujarat Lions,51,33,3,154.55
KK Nair,Gujarat Titans,31,18,1,172.22
KK Nair,Kings XI Punjab,78,68,6,114.71
KK Nair,Kolkata Knight Riders,202,189,11,106.88
KK Nair,Lucknow Super Giants,15,9,1,166.67
KK Nair,Mumbai Indians,261,164,12,159.15
KK Nair,Punjab Kings,44,27,1,162.96
KK Nair,Rajasthan Royals,34,31,3,109.68
KK Nair,Rising Pune Supergiants,133,110,3,120.91
KK Nair,Royal Challengers Bengaluru,240,200,13,120.0
KK Nair,Sunrisers Hyderabad,245,191,11,128.27
KL Nagarkoti,Chennai Super Kings,0,4,2,0.0
KL Nagarkoti,Delhi Capitals,3,3,1,100.0
KL Nagarkoti,Kings XI Punjab,6,13,1,46.15
KL Nagarkoti,Rajasthan Royals,9,6,2,150.0
KL Nagarkoti,Royal Challengers Bengaluru,4,7,1,57.14
KL Rahul,Chennai Super Kings,660,464,17,142.24
KL Rahul,Delhi Capitals,279,214,10,130.37
KL Rahul,Delhi Daredevils,148,87,5,170.11
KL Rahul,Gujarat Lions,51,36,2,141.67
KL Rahul,Gujarat Titans,341,240,7,142.08
KL Rahul,Kings XI Punjab,110,72,5,152.78
KL Rahul,Kolkata Knight Riders,604,421,17,143.47
KL Rahul,Lucknow Super Giants,57,43,2,132.56
KL Rahul,Mumbai Indians,981,727,21,134.94
KL Rahul,Punjab Kings,302,180,7,167.78
KL Rahul,Rajasthan Royals,883,652,19,135.43
KL Rahul,Rising Pune Supergiants,45,45,2,100.0
KL Rahul,Royal Challengers Bengaluru,839,577,19,145.41
KL Rahul,Sunrisers Hyderabad,518,418,16,123.92
KM Asif,Royal Challengers Bengaluru,0,2,1,0.0
KM Jadhav,Chennai Super Kings,96,76,7,126.32
KM Jadhav,Deccan Chargers,0,2,1,0.0
KM Jadhav,Delhi Capitals,65,71,4,91.55
KM Jadhav,Delhi Daredevils,90,57,3,157.89
KM Jadhav,Gujarat Lions,69,34,2,202.94
KM Jadhav,Kings XI Punjab,10,23,7,43.48
KM Jadhav,Kolkata Knight Riders,120,96,11,125.0
KM Jadhav,Mumbai Indians,173,157,11,110.19
KM Jadhav,Pune Warriors,25,19,1,131.58
KM Jadhav,Punjab Kings,12,12,1,100.0
KM Jadhav,Rajasthan Royals,133,113,11,117.7
KM Jadhav,Rising Pune Supergiants,25,34,2,73.53
KM Jadhav,Royal Challengers Bengaluru,183,138,9,132.61
KM Jadhav,Sunrisers Hyderabad,190,137,11,138.69
KMA Paul,Chennai Super Kings,3,11,2,27.27
KMA Paul,Mumbai Indians,3,5,1,60.0
KMA Paul,Sunrisers Hyderabad,12,8,2,150.0
KMDN Kulasekara,Kings XI Punjab,5,3,1,166.67
KP Appanna,Deccan Chargers,1,1,1,100.0
KP Appanna,Delhi Daredevils,1,2,1,50.0
KP Appanna,Kings XI Punjab,0,1,1,0.0
KP Pietersen,Chennai Super Kings,66,42,4,157.14
KP Pietersen,Deccan Chargers,143,100,3,143.0
KP Pietersen,Delhi Daredevils,52,43,2,120.93
KP Pietersen,Gujarat Lions,37,31,1,119.35
KP Pietersen,Kings XI Punjab,188,134,5,140.3
KP Pietersen,Kolkata Knight Riders,19,24,2,79.17
KP Pietersen,Mumbai Indians,190,127,7,149.61
KP Pietersen,Pune Warriors,59,44,2,134.09
KP Pietersen,Rajasthan Royals,162,131,6,123.66
KP Pietersen,Royal Challengers Bengaluru,33,30,2,110.0
KP Pietersen,Sunrisers Hyderabad,51,36,2,141.67
KR Mayers,Chennai Super Kings,67,37,2,181.08
KR Mayers,Delhi Capitals,73,38,1,192.11
KR Mayers,Gujarat Titans,72,51,2,141.18
KR Mayers,Mumbai Indians,18,13,1,138.46
KR Mayers,Punjab Kings,77,45,2,171.11
KR Mayers,Rajasthan Royals,51,41,1,124.39
KR Mayers,Royal Challengers Bengaluru,0,5,2,0.0
KR Mayers,Sunrisers Hyderabad,15,28,2,53.57
KR Sen,Gujarat Titans,0,3,1,0.0
KS Bharat,Chennai Super Kings,8,5,1,160.0
KS Bharat,Delhi Capitals,78,52,1,150.0
KS Bharat,Kolkata Knight Riders,24,33,2,72.73
KS Bharat,Mumbai Indians,32,24,1,133.33
KS Bharat,Rajasthan Royals,44,37,2,118.92
KS Bharat,Sunrisers Hyderabad,12,10,1,120.0
KS Rathore,Kolkata Knight Riders,0,5,1,0.0
KS Sharma,Chennai Super Kings,9,16,1,56.25
KS Sharma,Gujarat Titans,4,4,1,100.0
KS Sharma,Kolkata Knight Riders,3,5,1,60.0
KS Williamson,Chennai Super Kings,417,314,12,132.8
KS Williamson,Delhi Capitals,241,206,8,116.99
KS Williamson,Delhi Daredevils,255,181,5,140.88
KS Williamson,Gujarat Lions,6,9,1,66.67
KS Williamson,Gujarat Titans,62,54,2,114.81
KS Williamson,Kings XI Punjab,142,88,5,161.36
KS Williamson,Kolkata Knight Riders,249,206,11,120.87
KS Williamson,Lucknow Super Giants,17,21,2,80.95
KS Williamson,Mumbai Indians,51,49,6,104.08
KS Williamson,Punjab Kings,46,56,4,82.14
KS Williamson,Rajasthan Royals,220,182,8,120.88
KS Williamson,Rising Pune Supergiants,57,53,3,107.55
KS Williamson,Royal Challengers Bengaluru,365,273,9,133.7
KT Maphaka,Punjab Kings,8,2,1,400.0
KV Sharma,Chennai Super Kings,64,48,4,133.33
KV Sharma,Deccan Chargers,1,3,1,33.33
KV Sharma,Delhi Capitals,6,4,1,150.0
KV Sharma,Delhi Daredevils,35,23,2,152.17
KV Sharma,Gujarat Titans,1,1,1,100.0
KV Sharma,Kings XI Punjab,64,41,6,156.1
KV Sharma,Kolkata Knight Riders,77,58,8,132.76
KV Sharma,Lucknow Super Giants,2,2,1,100.0
KV Sharma,Mumbai Indians,17,26,2,65.38
KV Sharma,Pune Warriors,7,13,1,53.85
KV Sharma,Rajasthan Royals,21,23,6,91.3
KV Sharma,Rising Pune Supergiants,16,22,3,72.73
KV Sharma,Royal Challengers Bengaluru,36,26,3,138.46
KV Sharma,Sunrisers Hyderabad,5,5,1,100.0
KW Richardson,Chennai Super Kings,26,20,1,130.0
KW Richardson,Mumbai Indians,9,17,2,52.94
KW Richardson,Sunrisers Hyderabad,1,2,1,50.0
Kamran Akmal,Chennai Super Kings,59,35,2,168.57
Kamran Akmal,Deccan Chargers,12,9,1,133.33
Kamran Akmal,Kings XI Punjab,35,17,2,205.88
