Batter,season,Phase,runs,balls_faced,fours,sixes,strike_rate,boundary_pct
I Malhotra,Career,Death,7,4,1,0,175.0,25.0
I Sharma,Career,Death,44,53,2,2,83.02,7.55
I Sharma,Career,Middle,13,16,2,0,81.25,12.5
I Udana,Career,Death,15,11,1,1,136.36,18.18
IC Pandey,Career,Death,0,2,0,0,0.0,0.0
IK Pathan,Career,Death,562,356,52,23,157.87,21.07
IK Pathan,Career,Middle,495,522,24,13,94.83,7.09
IK Pathan,Career,Powerplay,92,69,12,2,133.33,20.29
IR Jaggi,Career,Death,12,13,0,0,92.31,0.0
IR Jaggi,Career,Middle,39,47,3,0,82.98,6.38
IR Jaggi,Career,Powerplay,25,37,3,0,67.57,8.11
IS Sodhi,Career,Death,2,6,0,0,33.33,0.0
IS Sodhi,Career,Middle,5,11,0,0,45.45,0.0
Imran Tahir,Career,Death,29,27,4,0,107.41,14.81
Imran Tahir,Career,Middle,4,10,1,0,40.0,10.0
Iqbal Abdulla,Career,Death,59,50,8,0,118.0,16.0
Iqbal Abdulla,Career,Middle,28,32,1,1,87.5,6.25
Ishan Kishan,Career,Death,290,150,26,19,193.33,30.0
Ishan Kishan,Career,Middle,1781,1250,132,84,142.48,17.28
Ishan Kishan,Career,Powerplay,1520,1101,189,63,138.06,22.89
J Arunkumar,Career,Powerplay,23,23,5,0,100.0,21.74
J Botha,Career,Death,135,98,13,3,137.76,16.33
J Botha,Career,Middle,228,208,20,1,109.62,10.1
J Botha,Career,Powerplay,45,52,6,1,86.54,13.46
J Fraser-McGurk,Career,Middle,87,49,4,8,177.55,24.49
J Fraser-McGurk,Career,Powerplay,292,142,35,21,205.63,39.44
J Overton,Career,Death,92,57,10,4,161.4,24.56
J Overton,Career,Middle,55,35,3,3,157.14,17.14
J Suchith,Career,Death,46,26,4,2,176.92,23.08
J Suchith,Career,Middle,24,35,2,1,68.57,8.57
J Syed Mohammad,Career,Death,20,15,3,0,133.33,20.0
J Syed Mohammad,Career,Middle,9,11,1,0,81.82,9.09
J Theron,Career,Death,10,12,1,0,83.33,8.33
J Yadav,Career,Death,25,24,1,1,104.17,8.33
J Yadav,Career,Middle,15,12,1,0,125.0,8.33
JA Morkel,Career,Death,563,347,34,35,162.25,19.88
JA Morkel,Career,Middle,386,323,24,19,119.5,13.31
JA Morkel,Career,Powerplay,18,13,3,0,138.46,23.08
JA Richardson,Career,Death,2,4,0,0,50.0,0.0
JA Richardson,Career,Middle,15,22,2,0,68.18,9.09
JC Archer,Career,Death,228,148,12,15,154.05,18.24
JC Archer,Career,Middle,81,68,5,5,119.12,14.71
JC Archer,Career,Powerplay,0,4,0,0,0.0,0.0
JC Buttler,Career,Death,547,276,45,36,198.19,29.35
JC Buttler,Career,Middle,2226,1514,184,91,147.03,18.16
JC Buttler,Career,Powerplay,1850,1304,228,82,141.87,23.77
JD Ryder,Career,Death,28,19,1,2,147.37,15.79
JD Ryder,Career,Middle,136,113,10,4,120.35,12.39
JD Ryder,Career,Powerplay,432,323,56,13,133.75,21.36
JD Unadkat,Career,Death,152,118,11,6,128.81,14.41
JD Unadkat,Career,Middle,49,51,5,1,96.08,11.76
JDP Oram,Career,Death,50,35,4,3,142.86,20.0
JDP Oram,Career,Middle,56,72,2,2,77.78,5.56
JDS Neesham,Career,Death,32,36,1,2,88.89,8.33
JDS Neesham,Career,Middle,60,57,5,0,105.26,8.77
JE Root,Career,Powerplay,10,15,1,0,66.67,6.67
JE Taylor,Career,Death,3,3,0,0,100.0,0.0
JEC Franklin,Career,Death,78,51,11,0,152.94,21.57
JEC Franklin,Career,Middle,170,157,4,8,108.28,7.64
JEC Franklin,Career,Powerplay,79,92,10,1,85.87,11.96
JG Bethell,Career,Middle,26,26,2,0,100.0,7.69
JG Bethell,Career,Powerplay,137,90,19,6,152.22,27.78
JH Kallis,Career,Death,303,156,29,16,194.23,28.85
JH Kallis,Career,Middle,1086,1082,76,13,100.37,8.23
JH Kallis,Career,Powerplay,1030,975,149,15,105.64,16.82
JJ Bumrah,Career,Death,64,77,4,1,83.12,6.49
JJ Bumrah,Career,Middle,11,8,2,0,137.5,25.0
JJ Roy,Career,Death,34,20,3,2,170.0,25.0
JJ Roy,Career,Middle,200,133,16,9,150.38,18.8
JJ Roy,Career,Powerplay,380,288,56,10,131.94,22.92
JJ van der Wath,Career,Death,14,11,1,1,127.27,18.18
JJ van der Wath,Career,Middle,4,5,0,0,80.0,0.0
JL Denly,Career,Powerplay,0,1,0,0,0.0,0.0
JL Pattinson,Career,Death,15,13,2,0,115.38,15.38
JM Bairstow,Career,Death,45,29,2,3,155.17,17.24
JM Bairstow,Career,Middle,683,490,51,32,139.39,16.94
JM Bairstow,Career,Powerplay,944,623,120,39,151.52,25.52
JM Kemp,Career,Death,3,6,0,0,50.0,0.0
JM Kemp,Career,Middle,21,15,1,1,140.0,13.33
JM Kemp,Career,Powerplay,2,3,0,0,66.67,0.0
JM Sharma,Career,Death,354,194,25,25,182.47,25.77
JM Sharma,Career,Middle,733,506,59,42,144.86,19.96
JM Sharma,Career,Powerplay,13,23,2,0,56.52,8.7
JO Holder,Career,Death,204,152,12,12,134.21,15.79
JO Holder,Career,Middle,108,88,1,9,122.73,11.36
JO Holder,Career,Powerplay,12,21,3,0,57.14,14.29
JP Behrendorff,Career,Death,6,9,0,0,66.67,0.0
JP Duminy,Career,Death,710,391,47,41,181.59,22.51
JP Duminy,Career,Middle,1081,1001,49,32,107.99,8.09
JP Duminy,Career,Powerplay,235,239,30,6,98.33,15.06
JP Faulkner,Career,Death,386,233,26,21,165.67,20.17
JP Faulkner,Career,Middle,124,132,8,2,93.94,7.58
JP Faulkner,Career,Powerplay,14,20,2,0,70.0,10.0
JP Inglis,Career,Death,27,18,5,0,150.0,27.78
JP Inglis,Career,Middle,210,141,19,8,148.94,19.15
JP Inglis,Career,Powerplay,303,154,33,20,196.75,34.42
JPR Scantlebury-Searles,Career,Death,8,6,0,1,133.33,16.67
JR Hazlewood,Career,Death,16,18,1,0,88.89,5.56
JR Hazlewood,Career,Middle,3,12,0,0,25.0,0.0
JR Hopes,Career,Death,53,37,4,1,143.24,13.51
JR Hopes,Career,Middle,197,135,24,4,145.93,20.74
JR Hopes,Career,Powerplay,167,133,21,6,125.56,20.3
JR Philippe,Career,Death,1,2,0,0,50.0,0.0
JR Philippe,Career,Middle,26,20,3,0,130.0,15.0
JR Philippe,Career,Powerplay,51,55,6,1,92.73,12.73
Jaskaran Singh,Career,Death,7,9,0,0,77.78,0.0
Jaskaran Singh,Career,Middle,1,2,0,0,50.0,0.0
Joginder Sharma,Career,Death,29,23,0,2,126.09,8.7
Joginder Sharma,Career,Middle,7,7,1,0,100.0,14.29
K Goel,Career,Death,24,22,2,1,109.09,13.64
K Goel,Career,Middle,34,48,2,1,70.83,6.25
K Goel,Career,Powerplay,160,161,13,7,99.38,12.42
K Gowtham,Career,Death,152,80,9,11,190.0,25.0
K Gowtham,Career,Middle,87,63,6,5,138.1,17.46
K Gowtham,Career,Powerplay,8,5,0,1,160.0,20.0
K Kartikeya,Career,Death,9,10,1,0,90.0,10.0
K Kartikeya,Career,Middle,3,7,0,0,42.86,0.0
K Rabada,Career,Death,172,130,12,9,132.31,16.15
K Rabada,Career,Middle,89,105,9,2,84.76,10.48
K Rabada,Career,Powerplay,1,3,0,0,33.33,0.0
K Upadhyay,Career,Death,12,9,0,1,133.33,11.11
K Yadav,Career,Death,0,4,0,0,0.0,0.0
KA Jamieson,Career,Death,45,32,4,2,140.62,18.75
KA Jamieson,Career,Middle,32,41,2,2,78.05,9.76
KA Maharaj,Career,Death,1,2,0,0,50.0,0.0
KA Pollard,Career,Death,1682,928,109,124,181.25,25.11
KA Pollard,Career,Middle,1676,1338,107,95,125.26,15.1
KA Pollard,Career,Powerplay,53,49,4,2,108.16,12.24
KAJ Roach,Career,Death,1,4,0,0,25.0,0.0
KAJ Roach,Career,Middle,9,5,1,0,180.0,20.0
KB Arun Karthik,Career,Death,25,29,2,0,86.21,6.9
KB Arun Karthik,Career,Middle,26,22,2,1,118.18,13.64
KC Cariappa,Career,Death,12,13,0,1,92.31,7.69
KC Cariappa,Career,Middle,12,8,0,1,150.0,12.5
KC Sangakkara,Career,Death,135,90,16,3,150.0,21.11
KC Sangakkara,Career,Middle,1023,848,98,17,120.64,13.56
KC Sangakkara,Career,Powerplay,522,447,81,6,116.78,19.46
KD Karthik,Career,Death,1552,830,139,91,186.99,27.71
KD Karthik,Career,Middle,2875,2335,268,64,123.13,14.22
KD Karthik,Career,Powerplay,397,405,55,6,98.02,15.06
KH Pandya,Career,Death,638,402,59,28,158.71,21.64
KH Pandya,Career,Middle,1245,995,100,46,125.13,14.67
KH Pandya,Career,Powerplay,86,80,11,2,107.5,16.25
KJ Abbott,Career,Death,13,7,0,1,185.71,14.29
KJ Abbott,Career,Middle,0,1,0,0,0.0,0.0
KK Ahmed,Career,Death,2,9,0,0,22.22,0.0
KK Cooper,Career,Death,66,33,6,4,200.0,30.3
KK Cooper,Career,Middle,42,32,3,3,131.25,18.75
KK Cooper,Career,Powerplay,7,2,0,1,350.0,50.0
KK Nair,Career,Death,211,111,19,12,190.09,27.93
KK Nair,Career,Middle,881,708,81,21,124.44,14.41
KK Nair,Career,Powerplay,615,483,87,16,127.33,21.33
KL Nagarkoti,Career,Death,15,18,1,0,83.33,5.56
KL Nagarkoti,Career,Middle,7,15,0,0,46.67,0.0
KL Rahul,Career,Death,680,361,62,36,188.37,27.15
KL Rahul,Career,Middle,2701,1926,179,109,140.24,14.95
KL Rahul,Career,Powerplay,2437,1889,268,93,129.01,19.11
KM Asif,Career,Middle,0,2,0,0,0.0,0.0
KM Jadhav,Career,Death,453,325,35,22,139.38,17.54
KM Jadhav,Career,Middle,671,564,53,17,118.97,12.41
KM Jadhav,Career,Powerplay,67,80,12,1,83.75,16.25
KMA Paul,Career,Death,18,19,1,1,94.74,10.53
KMA Paul,Career,Middle,0,5,0,0,0.0,0.0
KMDN Kulasekara,Career,Death,5,3,1,0,166.67,33.33
KP Appanna,Career,Death,2,4,0,0,50.0,0.0
KP Pietersen,Career,Death,110,55,10,6,200.0,29.09
KP Pietersen,Career,Middle,499,394,34,22,126.65,14.21
KP Pietersen,Career,Powerplay,391,293,47,12,133.45,20.14
KR Mayers,Career,Middle,97,58,4,9,167.24,22.41
KR Mayers,Career,Powerplay,276,200,34,12,138.0,23.0
KR Sen,Career,Death,0,3,0,0,0.0,0.0
KS Bharat,Career,Death,26,13,0,2,200.0,15.38
KS Bharat,Career,Middle,108,91,5,4,118.68,9.89
KS Bharat,Career,Powerplay,64,57,7,2,112.28,15.79
KS Rathore,Career,Powerplay,0,5,0,0,0.0,0.0
KS Sharma,Career,Middle,6,10,0,0,60.0,0.0
KS Sharma,Career,Powerplay,10,15,1,0,66.67,6.67
KS Williamson,Career,Death,336,201,36,9,167.16,22.39
KS Williamson,Career,Middle,1309,1011,88,48,129.48,13.45
KS Williamson,Career,Powerplay,483,480,63,7,100.63,14.58
KT Maphaka,Career,Death,8,2,2,0,400.0,100.0
KV Sharma,Career,Death,228,161,12,14,141.61,16.15
KV Sharma,Career,Middle,117,125,7,3,93.6,8.0
KV Sharma,Career,Powerplay,7,9,1,0,77.78,11.11
KW Richardson,Career,Death,12,16,0,0,75.0,0.0
KW Richardson,Career,Middle,24,23,2,1,104.35,13.04
Kamran Akmal,Career,Death,20,12,1,1,166.67,16.67
Kamran Akmal,Career,Middle,57,25,4,5,228.0,36.0
Kamran Akmal,Career,Powerplay,47,40,7,2,117.5,22.5
Kamran Khan,Career,Middle,3,5,0,0,60.0,0.0
Karanveer Singh,Career,Death,8,10,1,0,80.0,10.0
Karanveer Singh,Career,Middle,4,7,0,0,57.14,0.0
Kartik Sharma,Career,Death,48,29,7,2,165.52,31.03
Kartik Sharma,Career,Middle,216,164,14,13,131.71,16.46
Kartik Sharma,Career,Powerplay,31,23,3,1,134.78,17.39
Kartik Tyagi,Career,Death,19,20,1,1,95.0,10.0
Kartik Tyagi,Career,Middle,5,6,1,0,83.33,16.67
Krish Bhagat,Career,Death,3,10,0,0,30.0,0.0
Krish Bhagat,Career,Middle,7,11,0,0,63.64,0.0
Kuldeep Yadav,Career,Death,168,183,15,2,91.8,9.29
Kuldeep Yadav,Career,Middle,42,70,3,1,60.0,5.71
Kumar Kushagra,Career,Death,0,1,0,0,0.0,0.0
Kumar Kushagra,Career,Middle,2,5,0,0,40.0,0.0
Kumar Kushagra,Career,Powerplay,19,15,3,0,126.67,20.0
L Ablish,Career,Death,0,2,0,0,0.0,0.0
L Balaji,Career,Death,32,40,2,1,80.0,7.5
L Balaji,Career,Middle,4,9,0,0,44.44,0.0
L Ngidi,Career,Death,4,8,0,0,50.0,0.0
L Ronchi,Career,Powerplay,34,34,6,1,100.0,20.59
L Wood,Career,Death,9,3,0,1,300.0,33.33
LA Carseldine,Career,Death,17,10,2,0,170.0,20.0
LA Carseldine,Career,Middle,25,22,2,0,113.64,9.09
LA Carseldine,Career,Powerplay,38,34,7,0,111.76,20.59
LA Pomersbach,Career,Death,59,34,5,3,173.53,23.53
LA Pomersbach,Career,Middle,139,132,9,6,105.3,11.36
LA Pomersbach,Career,Powerplay,103,77,11,4,133.77,19.48
LB Williams,Career,Death,1,2,0,0,50.0,0.0
LE Plunkett,Career,Death,1,3,0,0,33.33,0.0
LG Pretorius,Career,Middle,7,6,0,0,116.67,0.0
LG Pretorius,Career,Powerplay,0,2,0,0,0.0,0.0
LH Ferguson,Career,Death,65,41,6,2,158.54,19.51
LH Ferguson,Career,Middle,3,5,0,0,60.0,0.0
LJ Wright,Career,Death,68,30,11,2,226.67,43.33
LJ Wright,Career,Middle,26,21,4,0,123.81,19.05
LJ Wright,Career,Powerplay,8,8,0,1,100.0,12.5
LMP Simmons,Career,Death,32,25,3,1,128.0,16.0
LMP Simmons,Career,Middle,505,367,39,24,137.6,17.17
LMP Simmons,Career,Powerplay,542,456,67,19,118.86,18.86
LPC Silva,Career,Death,23,10,2,1,230.0,30.0
LPC Silva,Career,Middle,8,9,1,0,88.89,11.11
LPC Silva,Career,Powerplay,9,7,2,0,128.57,28.57
LR Shukla,Career,Death,189,131,17,9,144.27,19.85
LR Shukla,Career,Middle,214,214,16,7,100.0,10.75
LR Shukla,Career,Powerplay,2,5,0,0,40.0,0.0
LRPL Taylor,Career,Death,217,135,15,13,160.74,20.74
LRPL Taylor,Career,Middle,638,562,33,25,113.52,10.32
LRPL Taylor,Career,Powerplay,155,121,18,7,128.1,20.66
LS Livingstone,Career,Death,231,109,13,22,211.93,32.11
LS Livingstone,Career,Middle,644,437,38,42,147.37,18.31
LS Livingstone,Career,Powerplay,175,134,17,11,130.6,20.9
Lalit Yadav,Career,Death,75,64,7,2,117.19,14.06
Lalit Yadav,Career,Middle,194,190,16,4,102.11,10.53
Lalit Yadav,Career,Powerplay,25,31,3,0,80.65,9.68
Liton Das,Career,Powerplay,4,4,1,0,100.0,25.0
M Ashwin,Career,Death,28,32,2,1,87.5,9.38
M Ashwin,Career,Middle,7,18,0,0,38.89,0.0
M Jansen,Career,Death,127,112,5,7,113.39,10.71
M Jansen,Career,Middle,65,62,4,2,104.84,9.68
M Kaif,Career,Death,36,31,3,1,116.13,12.9
M Kaif,Career,Middle,201,181,15,5,111.05,11.05
M Kaif,Career,Powerplay,22,37,4,0,59.46,10.81
M Kartik,Career,Death,70,68,2,1,102.94,4.41
M Kartik,Career,Middle,42,39,5,0,107.69,12.82
M Klinger,Career,Middle,22,27,2,0,81.48,7.41
M Klinger,Career,Powerplay,50,48,7,0,104.17,14.58
M Manhas,Career,Death,204,149,15,7,136.91,14.77
M Manhas,Career,Middle,264,268,22,2,98.51,8.96
M Manhas,Career,Powerplay,46,53,6,1,86.79,13.21
M Markande,Career,Death,45,35,5,1,128.57,17.14
M Markande,Career,Middle,3,7,0,0,42.86,0.0
M Morkel,Career,Death,112,75,9,5,149.33,18.67
M Morkel,Career,Middle,10,14,1,0,71.43,7.14
M Muralitharan,Career,Death,20,29,1,0,68.97,3.45
M Ntini,Career,Death,11,18,2,0,61.11,11.11
M Prasidh Krishna,Career,Death,15,31,1,0,48.39,3.23
M Rawat,Career,Death,35,37,4,0,94.59,10.81
M Rawat,Career,Middle,20,30,0,1,66.67,3.33
M Rawat,Career,Powerplay,0,2,0,0,0.0,0.0
M Shahrukh Khan,Career,Death,329,193,23,20,170.47,22.28
M Shahrukh Khan,Career,Middle,423,310,24,31,136.45,17.74
M Shahrukh Khan,Career,Powerplay,23,21,2,1,109.52,14.29
M Theekshana,Career,Death,14,21,0,1,66.67,4.76
M Theekshana,Career,Middle,3,13,0,0,23.08,0.0
M Tiwari,Career,Death,18,8,2,1,225.0,37.5
M Tiwari,Career,Middle,3,4,0,0,75.0,0.0
M Vijay,Career,Death,74,44,7,3,168.18,22.73
M Vijay,Career,Middle,971,729,64,42,133.2,14.54
M Vijay,Career,Powerplay,1574,1375,176,46,114.47,16.15
M Vohra,Career,Death,36,18,4,2,200.0,33.33
M Vohra,Career,Middle,356,270,27,14,131.85,15.19
M Vohra,Career,Powerplay,691,540,73,27,127.96,18.52
M de Lange,Career,Death,1,2,0,0,50.0,0.0
MA Agarwal,Career,Death,192,89,17,12,215.73,32.58
MA Agarwal,Career,Middle,1152,814,88,46,141.52,16.46
MA Agarwal,Career,Powerplay,1402,1151,167,42,121.81,18.16
MA Khote,Career,Death,12,13,2,0,92.31,15.38
MA Khote,Career,Middle,12,9,0,1,133.33,11.11
MA Starc,Career,Death,68,78,7,0,87.18,8.97
MA Starc,Career,Middle,43,43,4,0,100.0,9.3
MA Wood,Career,Death,11,7,1,1,157.14,28.57
MA Wood,Career,Middle,1,1,0,0,100.0,0.0
MC Henriques,Career,Death,290,165,27,12,175.76,23.64
MC Henriques,Career,Middle,549,481,43,13,114.14,11.64
MC Henriques,Career,Powerplay,157,139,16,3,112.95,13.67
MC Juneja,Career,Death,5,9,0,0,55.56,0.0
MC Juneja,Career,Middle,100,101,8,1,99.01,8.91
MC Juneja,Career,Powerplay,20,18,3,0,111.11,16.67
MD Choudhary,Career,Death,98,58,3,10,168.97,22.41
MD Choudhary,Career,Middle,72,62,8,2,116.13,16.13
MD Mishra,Career,Death,23,15,1,2,153.33,20.0
MD Mishra,Career,Middle,84,68,6,3,123.53,13.24
MD Mishra,Career,Powerplay,128,123,17,3,104.07,16.26
MD Shanaka,Career,Death,19,17,1,1,111.76,11.76
MD Shanaka,Career,Middle,70,54,4,4,129.63,14.81
MD Shanaka,Career,Powerplay,0,1,0,0,0.0,0.0
MDKJ Perera,Career,Powerplay,14,13,3,0,107.69,23.08
MEK Hussey,Career,Death,164,87,17,7,188.51,27.59
MEK Hussey,Career,Middle,984,757,76,29,129.99,13.87
MEK Hussey,Career,Powerplay,828,766,105,16,108.09,15.8
MF Maharoof,Career,Death,127,74,9,7,171.62,21.62
MF Maharoof,Career,Middle,50,49,3,2,102.04,10.2
MG Bracewell,Career,Death,11,11,0,0,100.0,0.0
MG Bracewell,Career,Middle,45,34,6,1,132.35,20.59
MG Bracewell,Career,Powerplay,2,2,0,0,100.0,0.0
MG Johnson,Career,Death,148,137,8,7,108.03,10.95
MG Johnson,Career,Middle,18,26,2,0,69.23,7.69
MJ Clarke,Career,Middle,22,30,1,0,73.33,3.33
MJ Clarke,Career,Powerplay,76,64,11,0,118.75,17.19
MJ Guptill,Career,Middle,52,40,2,4,130.0,15.0
MJ Guptill,Career,Powerplay,213,156,22,10,136.54,20.51
MJ Henry,Career,Death,2,3,0,0,66.67,0.0
MJ Henry,Career,Middle,5,7,1,0,71.43,14.29
MJ Lumb,Career,Middle,53,40,8,1,132.5,22.5
MJ Lumb,Career,Powerplay,225,151,37,5,149.01,27.81
MJ McClenaghan,Career,Death,54,46,4,4,117.39,17.39
MJ McClenaghan,Career,Middle,30,22,1,3,136.36,18.18
MJ McClenaghan,Career,Powerplay,0,1,0,0,0.0,0.0
MJ Owen,Career,Powerplay,0,2,0,0,0.0,0.0
MJ Santner,Career,Death,81,58,5,5,139.66,17.24
MJ Santner,Career,Middle,34,40,1,1,85.0,5.0
MJ Santner,Career,Powerplay,20,24,3,0,83.33,12.5
MJ Suthar,Career,Death,1,2,0,0,50.0,0.0
MK Lomror,Career,Death,151,109,14,6,138.53,18.35
MK Lomror,Career,Middle,344,225,16,23,152.89,17.33
MK Lomror,Career,Powerplay,31,38,3,1,81.58,10.53
MK Pandey,Career,Death,526,341,38,24,154.25,18.18
MK Pandey,Career,Middle,2316,1937,156,69,119.57,11.62
MK Pandey,Career,Powerplay,1160,1010,152,24,114.85,17.43
MK Tiwary,Career,Death,496,323,49,15,153.56,19.81
MK Tiwary,Career,Middle,966,892,80,20,108.3,11.21
MK Tiwary,Career,Powerplay,223,229,25,5,97.38,13.1
ML Hayden,Career,Death,62,33,5,4,187.88,27.27
ML Hayden,Career,Middle,441,309,34,20,142.72,17.48
ML Hayden,Career,Powerplay,593,457,80,20,129.76,21.88
MM Ali,Career,Death,201,115,17,13,174.78,26.09
MM Ali,Career,Middle,731,526,50,42,138.97,17.49
MM Ali,Career,Powerplay,233,191,28,12,121.99,20.94
MM Patel,Career,Death,39,37,5,0,105.41,13.51
MM Patel,Career,Middle,0,4,0,0,0.0,0.0
MM Sharma,Career,Death,74,76,5,2,97.37,9.21
MM Sharma,Career,Middle,51,60,4,2,85.0,10.0
MN Samuels,Career,Death,19,12,1,1,158.33,16.67
MN Samuels,Career,Middle,133,135,7,6,98.52,9.63
MN Samuels,Career,Powerplay,9,25,1,0,36.0,4.0
MN van Wyk,Career,Death,54,35,5,1,154.29,17.14
MN van Wyk,Career,Middle,81,71,8,0,114.08,11.27
MN van Wyk,Career,Powerplay,28,25,5,0,112.0,20.0
MP Breetzke,Career,Powerplay,14,12,1,1,116.67,16.67
MP Stoinis,Career,Death,820,428,74,48,191.59,28.5
MP Stoinis,Career,Middle,1094,835,62,59,131.02,14.49
MP Stoinis,Career,Powerplay,314,249,42,10,126.1,20.88
MP Yadav,Career,Death,5,5,1,0,100.0,20.0
MR Marsh,Career,Death,167,113,12,11,147.79,20.35
MR Marsh,Career,Middle,845,598,61,46,141.3,17.89
MR Marsh,Career,Powerplay,835,534,80,54,156.37,25.09
MS Bhandage,Career,Middle,1,4,0,0,25.0,0.0
MS Bisla,Career,Death,40,25,6,1,160.0,28.0
MS Bisla,Career,Middle,280,242,16,11,115.7,11.16
MS Bisla,Career,Powerplay,474,433,70,11,109.47,18.71
MS Dhoni,Career,Death,2910,1548,220,183,187.98,26.03
MS Dhoni,Career,Middle,2440,2315,145,78,105.4,9.63
MS Dhoni,Career,Powerplay,59,72,10,0,81.94,13.89
MS Gony,Career,Death,79,48,4,7,164.58,22.92
MS Gony,Career,Middle,20,22,2,1,90.91,13.64
MS Wade,Career,Middle,70,79,4,0,88.61,5.06
MS Wade,Career,Powerplay,113,98,19,2,115.31,21.43
MV Boucher,Career,Death,172,108,10,9,159.26,17.59
MV Boucher,Career,Middle,193,175,19,3,110.29,12.57
MV Boucher,Career,Powerplay,22,24,3,0,91.67,12.5
MW Short,Career,Middle,37,39,2,0,94.87,5.13
MW Short,Career,Powerplay,138,103,19,5,133.98,23.3
Mandeep Singh,Career,Death,326,203,24,13,160.59,18.23
Mandeep Singh,Career,Middle,746,630,58,17,118.41,11.9
Mandeep Singh,Career,Powerplay,633,552,94,8,114.67,18.48
Mashrafe Mortaza,Career,Death,2,2,0,0,100.0,0.0
Mayank Dagar,Career,Death,0,1,0,0,0.0,0.0
Misbah-ul-Haq,Career,Death,40,15,2,4,266.67,40.0
Misbah-ul-Haq,Career,Middle,50,47,4,1,106.38,10.64
Misbah-ul-Haq,Career,Powerplay,27,19,4,1,142.11,26.32
Mohammad Ashraful,Career,Powerplay,2,10,0,0,20.0,0.0
Mohammad Asif,Career,Death,0,2,0,0,0.0,0.0
Mohammad Asif,Career,Middle,3,4,0,0,75.0,0.0
Mohammad Hafeez,Career,Death,5,4,1,0,125.0,25.0
Mohammad Hafeez,Career,Middle,31,43,2,1,72.09,6.98
Mohammad Hafeez,Career,Powerplay,28,36,4,1,77.78,13.89
Mohammad Nabi,Career,Death,103,74,10,6,139.19,21.62
Mohammad Nabi,Career,Middle,86,62,6,3,138.71,14.52
Mohammad Nabi,Career,Powerplay,26,15,2,2,173.33,26.67
Mohammed Shami,Career,Death,91,85,8,3,107.06,12.94
Mohammed Shami,Career,Middle,24,26,1,2,92.31,11.54
Mohammed Siraj,Career,Death,103,110,9,4,93.64,11.82
Mohammed Siraj,Career,Middle,14,27,2,0,51.85,7.41
Mohit Rathee,Career,Death,1,2,0,0,50.0,0.0
Mohsin Khan,Career,Death,24,19,2,1,126.32,15.79
Mohsin Khan,Career,Middle,1,9,0,0,11.11,0.0
Mujeeb Ur Rahman,Career,Death,11,12,2,0,91.67,16.67
Mujeeb Ur Rahman,Career,Middle,1,3,0,0,33.33,0.0
Mukesh Choudhary,Career,Death,2,2,0,0,100.0,0.0
Mukesh Choudhary,Career,Middle,6,6,1,0,100.0,16.67
Mukesh Kumar,Career,Death,9,17,0,0,52.94,0.0
Mukesh Kumar,Career,Middle,1,1,0,0,100.0,0.0
Musheer Khan,Career,Middle,0,3,0,0,0.0,0.0
Mustafizur Rahman,Career,Death,13,21,0,1,61.9,4.76
Mustafizur Rahman,Career,Middle,0,3,0,0,0.0,0.0
N Burger,Career,Death,14,9,0,1,155.56,11.11
N Jagadeesan,Career,Death,9,11,0,0,81.82,0.0
N Jagadeesan,Career,Middle,89,75,11,1,118.67,16.0
N Jagadeesan,Career,Powerplay,64,61,10,1,104.92,18.03
N Pooran,Career,Death,662,369,52,43,179.4,25.75
N Pooran,Career,Middle,1632,1016,97,125,160.63,21.85
N Pooran,Career,Powerplay,228,153,19,18,149.02,24.18
N Rana,Career,Death,302,165,32,17,183.03,29.7
N Rana,Career,Middle,1960,1402,150,101,139.8,17.9
N Rana,Career,Powerplay,801,662,104,32,121.0,20.54
N Saini,Career,Death,6,6,1,0,100.0,16.67
N Saini,Career,Middle,54,51,5,0,105.88,9.8
N Saini,Career,Powerplay,80,83,10,0,96.39,12.05
N Sindhu,Career,Middle,34,27,1,2,125.93,11.11
N Sindhu,Career,Powerplay,29,23,6,0,126.09,26.09
N Wadhera,Career,Death,72,48,8,4,150.0,25.0
N Wadhera,Career,Middle,658,461,52,36,142.73,19.09
N Wadhera,Career,Powerplay,53,49,4,3,108.16,14.29
ND Doshi,Career,Death,0,10,0,0,0.0,0.0
ND Doshi,Career,Middle,0,3,0,0,0.0,0.0
NJ Maddinson,Career,Powerplay,20,21,4,0,95.24,19.05
NJ Rimmington,Career,Death,1,1,0,0,100.0,0.0
NK Patel,Career,Death,31,18,2,1,172.22,16.67
NK Patel,Career,Middle,45,46,4,0,97.83,8.7
NK Patel,Career,Powerplay,45,55,8,0,81.82,14.55
NL McCullum,Career,Death,18,15,0,1,120.0,6.67
NL McCullum,Career,Middle,8,7,0,0,114.29,0.0
NLTC Perera,Career,Death,213,129,9,16,165.12,19.38
NLTC Perera,Career,Middle,189,162,10,10,116.67,12.35
NLTC Perera,Career,Powerplay,19,15,4,0,126.67,26.67
NM Coulter-Nile,Career,Death,68,53,4,4,128.3,15.09
NM Coulter-Nile,Career,Middle,14,19,3,0,73.68,15.79
NS Naik,Career,Death,11,16,0,0,68.75,0.0
NS Naik,Career,Middle,13,18,1,0,72.22,5.56
NS Naik,Career,Powerplay,7,16,1,0,43.75,6.25
NT Ellis,Career,Death,18,16,0,1,112.5,6.25
NT Ellis,Career,Middle,1,9,0,0,11.11,0.0
NV Ojha,Career,Death,307,217,17,19,141.47,16.59
NV Ojha,Career,Middle,742,610,45,38,121.64,13.61
