Bowler,Opponent,runs_conceded,balls_bowled,overs,economy,wickets
Ravi Bishnoi,Lucknow Super Giants,21,18,3.0,7.0,1
Ravi Bishnoi,Mumbai Indians,377,282,47.0,8.02,15
Ravi Bishnoi,Punjab Kings,161,99,16.5,9.76,5
Ravi Bishnoi,Rajasthan Royals,206,168,28.0,7.36,3
Ravi Bishnoi,Royal Challengers Bengaluru,315,228,38.0,8.29,10
Ravi Bishnoi,Sunrisers Hyderabad,282,192,32.0,8.81,9
S Aravind,Chennai Super Kings,112,84,14.0,8.0,6
S Aravind,Deccan Chargers,25,18,3.0,8.33,0
S Aravind,Delhi Daredevils,83,66,11.0,7.55,3
S Aravind,Gujarat Lions,97,78,13.0,7.46,2
S Aravind,Kings XI Punjab,136,108,18.0,7.56,11
S Aravind,Kochi Tuskers Kerala,19,24,4.0,4.75,2
S Aravind,Kolkata Knight Riders,159,100,16.666666666666668,9.54,7
S Aravind,Mumbai Indians,119,102,17.0,7.0,4
S Aravind,Pune Warriors,32,24,4.0,8.0,1
S Aravind,Rajasthan Royals,101,66,11.0,9.18,5
S Aravind,Rising Pune Supergiants,58,48,8.0,7.25,2
S Aravind,Sunrisers Hyderabad,66,42,7.0,9.43,2
S Badree,Delhi Daredevils,33,24,4.0,8.25,0
S Badree,Gujarat Lions,29,18,3.0,9.67,2
S Badree,Kings XI Punjab,14,18,3.0,4.67,0
S Badree,Kolkata Knight Riders,73,42,7.0,10.43,1
S Badree,Mumbai Indians,40,48,8.0,5.0,5
S Badree,Rajasthan Royals,14,24,4.0,3.5,1
S Badree,Rising Pune Supergiants,63,48,8.0,7.88,2
S Badree,Royal Challengers Bengaluru,43,36,6.0,7.17,0
S Dhawan,Delhi Daredevils,33,18,3.0,11.0,2
S Dhawan,Kings XI Punjab,8,12,2.0,4.0,1
S Dhawan,Kolkata Knight Riders,4,6,1.0,4.0,0
S Dhawan,Pune Warriors,9,6,1.0,9.0,1
S Dhawan,Royal Challengers Bengaluru,11,6,1.0,11.0,0
S Dube,Chennai Super Kings,15,10,1.6666666666666665,9.0,0
S Dube,Delhi Capitals,5,6,1.0,5.0,0
S Dube,Gujarat Titans,50,24,4.0,12.5,0
S Dube,Kings XI Punjab,33,18,3.0,11.0,2
S Dube,Kolkata Knight Riders,34,24,4.0,8.5,0
S Dube,Lucknow Super Giants,23,6,1.0,23.0,0
S Dube,Mumbai Indians,5,6,1.0,5.0,0
S Dube,Punjab Kings,34,12,2.0,17.0,1
S Dube,Rajasthan Royals,4,6,1.0,4.0,0
S Dube,Royal Challengers Bengaluru,29,12,2.0,14.5,1
S Dube,Sunrisers Hyderabad,33,30,5.0,6.6,2
S Gopal,Chennai Super Kings,134,120,20.0,6.7,6
S Gopal,Delhi Capitals,149,102,17.0,8.76,6
S Gopal,Delhi Daredevils,46,30,5.0,9.2,2
S Gopal,Kings XI Punjab,147,102,17.0,8.65,2
S Gopal,Kolkata Knight Riders,209,126,21.0,9.95,5
S Gopal,Mumbai Indians,159,126,21.0,7.57,6
S Gopal,Punjab Kings,66,30,5.0,13.2,1
S Gopal,Rajasthan Royals,83,55,9.166666666666666,9.05,4
S Gopal,Rising Pune Supergiants,18,18,3.0,6.0,0
S Gopal,Royal Challengers Bengaluru,187,168,28.0,6.68,15
S Gopal,Sunrisers Hyderabad,138,114,19.0,7.26,5
S Joseph,Kolkata Knight Riders,36,24,4.0,9.0,0
S Kaul,Chennai Super Kings,234,148,24.666666666666668,9.49,2
S Kaul,Delhi Capitals,65,48,8.0,8.12,4
S Kaul,Delhi Daredevils,153,96,16.0,9.56,3
S Kaul,Gujarat Lions,29,24,4.0,7.25,1
S Kaul,Gujarat Titans,43,24,4.0,10.75,0
S Kaul,Kings XI Punjab,196,142,23.666666666666668,8.28,6
S Kaul,Kolkata Knight Riders,215,166,27.666666666666668,7.77,9
S Kaul,Mumbai Indians,245,156,26.0,9.42,12
S Kaul,Pune Warriors,27,24,4.0,6.75,2
S Kaul,Punjab Kings,25,22,3.6666666666666665,6.82,1
S Kaul,Rajasthan Royals,207,161,26.833333333333332,7.71,7
S Kaul,Rising Pune Supergiants,73,42,7.0,10.43,4
S Kaul,Royal Challengers Bengaluru,180,138,23.0,7.83,6
S Kaul,Sunrisers Hyderabad,11,18,3.0,3.67,1
S Kaushik,Delhi Daredevils,29,24,4.0,7.25,1
S Kaushik,Kings XI Punjab,19,24,4.0,4.75,3
S Kaushik,Kolkata Knight Riders,54,30,5.0,10.8,0
S Kaushik,Rising Pune Supergiants,31,18,3.0,10.33,0
S Kaushik,Royal Challengers Bengaluru,84,36,6.0,14.0,0
S Kaushik,Sunrisers Hyderabad,74,72,12.0,6.17,2
S Ladda,Chennai Super Kings,29,18,3.0,9.67,0
S Ladda,Deccan Chargers,20,12,2.0,10.0,1
S Ladda,Kings XI Punjab,39,24,4.0,9.75,1
S Ladda,Kochi Tuskers Kerala,11,6,1.0,11.0,0
S Ladda,Mumbai Indians,58,30,5.0,11.6,2
S Ladda,Rajasthan Royals,63,48,8.0,7.88,1
S Lamichhane,Chennai Super Kings,21,24,4.0,5.25,1
S Lamichhane,Kings XI Punjab,67,48,8.0,8.38,5
S Lamichhane,Kolkata Knight Riders,29,24,4.0,7.25,1
S Lamichhane,Mumbai Indians,35,24,4.0,8.75,3
S Lamichhane,Royal Challengers Bengaluru,107,66,11.0,9.73,2
S Lamichhane,Sunrisers Hyderabad,32,24,4.0,8.0,1
S Midhun,Kolkata Knight Riders,26,12,2.0,13.0,0
S Nadeem,Chennai Super Kings,183,162,27.0,6.78,2
S Nadeem,Deccan Chargers,79,66,11.0,7.18,4
S Nadeem,Delhi Capitals,47,30,5.0,9.4,1
S Nadeem,Gujarat Lions,82,54,9.0,9.11,2
S Nadeem,Kings XI Punjab,75,53,8.833333333333334,8.49,2
S Nadeem,Kolkata Knight Riders,229,170,28.333333333333332,8.08,5
S Nadeem,Mumbai Indians,273,240,40.0,6.82,9
S Nadeem,Pune Warriors,151,120,20.0,7.55,3
S Nadeem,Rajasthan Royals,264,198,33.0,8.0,7
S Nadeem,Rising Pune Supergiants,43,42,7.0,6.14,2
S Nadeem,Royal Challengers Bengaluru,247,208,34.666666666666664,7.13,8
S Nadeem,Sunrisers Hyderabad,69,72,12.0,5.75,3
S Narwal,Chennai Super Kings,89,30,5.0,17.8,0
S Narwal,Deccan Chargers,35,24,4.0,8.75,2
S Narwal,Delhi Daredevils,35,24,4.0,8.75,3
S Narwal,Rajasthan Royals,15,12,2.0,7.5,0
S Narwal,Royal Challengers Bengaluru,21,16,2.6666666666666665,7.88,0
S Rana,Chennai Super Kings,16,12,2.0,8.0,0
S Rana,Kolkata Knight Riders,2,4,0.6666666666666666,3.0,0
S Randiv,Deccan Chargers,33,24,4.0,8.25,0
S Randiv,Kings XI Punjab,32,24,4.0,8.0,1
S Randiv,Kolkata Knight Riders,45,36,6.0,7.5,1
S Randiv,Mumbai Indians,28,18,3.0,9.33,1
S Randiv,Pune Warriors,23,24,4.0,5.75,0
S Randiv,Rajasthan Royals,32,24,4.0,8.0,1
S Randiv,Royal Challengers Bengaluru,24,24,4.0,6.0,2
S Sandeep Warrier,Chennai Super Kings,28,18,3.0,9.33,1
S Sandeep Warrier,Delhi Capitals,69,48,8.0,8.62,5
S Sandeep Warrier,Kings XI Punjab,31,24,4.0,7.75,2
S Sandeep Warrier,Mumbai Indians,84,66,11.0,7.64,0
S Sandeep Warrier,Punjab Kings,14,6,1.0,14.0,0
S Sandeep Warrier,Royal Challengers Bengaluru,13,6,1.0,13.0,0
S Sreesanth,Chennai Super Kings,147,114,19.0,7.74,6
S Sreesanth,Deccan Chargers,177,132,22.0,8.05,3
S Sreesanth,Delhi Daredevils,144,150,25.0,5.76,8
S Sreesanth,Kings XI Punjab,70,59,9.833333333333334,7.12,2
S Sreesanth,Kolkata Knight Riders,100,90,15.0,6.67,5
S Sreesanth,Mumbai Indians,76,54,9.0,8.44,4
S Sreesanth,Pune Warriors,50,34,5.666666666666667,8.82,0
S Sreesanth,Rajasthan Royals,177,121,20.166666666666668,8.78,5
S Sreesanth,Royal Challengers Bengaluru,152,126,21.0,7.24,7
S Sriram,Kings XI Punjab,25,6,1.0,25.0,0
S Sriram,Kolkata Knight Riders,24,12,2.0,12.0,0
S Tyagi,Deccan Chargers,57,29,4.833333333333333,11.79,1
S Tyagi,Delhi Daredevils,16,18,3.0,5.33,2
S Tyagi,Kings XI Punjab,33,24,4.0,8.25,0
S Tyagi,Kolkata Knight Riders,29,18,3.0,9.67,0
S Tyagi,Mumbai Indians,48,36,6.0,8.0,2
S Tyagi,Rajasthan Royals,62,48,8.0,7.75,0
S Tyagi,Royal Challengers Bengaluru,38,36,6.0,6.33,1
S Vidyut,Rajasthan Royals,21,12,2.0,10.5,1
SA Abbott,Delhi Capitals,44,24,4.0,11.0,1
SA Abbott,Kolkata Knight Riders,36,18,3.0,12.0,0
SA Abbott,Sunrisers Hyderabad,19,12,2.0,9.5,0
SA Yadav,Delhi Daredevils,8,6,1.0,8.0,0
SB Bangar,Chennai Super Kings,36,24,4.0,9.0,1
SB Bangar,Delhi Daredevils,29,12,2.0,14.5,0
SB Bangar,Kings XI Punjab,26,24,4.0,6.5,0
SB Bangar,Kolkata Knight Riders,23,24,4.0,5.75,0
SB Bangar,Mumbai Indians,34,24,4.0,8.5,2
SB Bangar,Rajasthan Royals,20,12,2.0,10.0,0
SB Bangar,Royal Challengers Bengaluru,44,30,5.0,8.8,1
SB Jakati,Chennai Super Kings,41,22,3.6666666666666665,11.18,0
SB Jakati,Deccan Chargers,143,120,20.0,7.15,11
SB Jakati,Delhi Daredevils,138,114,19.0,7.26,7
SB Jakati,Kings XI Punjab,84,43,7.166666666666667,11.72,1
SB Jakati,Kochi Tuskers Kerala,53,42,7.0,7.57,1
SB Jakati,Kolkata Knight Riders,225,186,31.0,7.26,6
SB Jakati,Mumbai Indians,209,168,28.0,7.46,6
SB Jakati,Pune Warriors,47,42,7.0,6.71,1
SB Jakati,Rajasthan Royals,164,126,21.0,7.81,7
SB Jakati,Rising Pune Supergiants,62,36,6.0,10.33,0
SB Jakati,Royal Challengers Bengaluru,255,186,31.0,8.23,7
SB Joshi,Delhi Daredevils,19,6,1.0,19.0,0
SB Joshi,Kolkata Knight Riders,26,18,3.0,8.67,0
SB Joshi,Mumbai Indians,10,12,2.0,5.0,0
SB Joshi,Rajasthan Royals,27,19,3.1666666666666665,8.53,1
SB Styris,Chennai Super Kings,39,36,6.0,6.5,1
SB Styris,Delhi Daredevils,32,24,4.0,8.0,0
SB Styris,Kings XI Punjab,49,30,5.0,9.8,1
SB Styris,Kolkata Knight Riders,78,66,11.0,7.09,2
SB Styris,Rajasthan Royals,13,12,2.0,6.5,0
SB Styris,Royal Challengers Bengaluru,59,48,8.0,7.38,4
SB Wagh,Chennai Super Kings,16,6,1.0,16.0,1
SB Wagh,Deccan Chargers,8,6,1.0,8.0,0
SB Wagh,Delhi Daredevils,36,18,3.0,12.0,0
SB Wagh,Kings XI Punjab,31,30,5.0,6.2,3
SB Wagh,Kochi Tuskers Kerala,10,12,2.0,5.0,0
SB Wagh,Mumbai Indians,30,30,5.0,6.0,1
SC Ganguly,Deccan Chargers,72,48,8.0,9.0,2
SC Ganguly,Delhi Daredevils,73,60,10.0,7.3,2
SC Ganguly,Kings XI Punjab,33,30,5.0,6.6,2
SC Ganguly,Kolkata Knight Riders,15,12,2.0,7.5,0
SC Ganguly,Mumbai Indians,42,24,4.0,10.5,0
SC Ganguly,Rajasthan Royals,61,36,6.0,10.17,1
SC Ganguly,Royal Challengers Bengaluru,62,66,11.0,5.64,3
SC Kuggeleijn,Kings XI Punjab,36,24,4.0,9.0,2
SC Kuggeleijn,Kolkata Knight Riders,33,24,4.0,8.25,0
SD Chitnis,Deccan Chargers,19,12,2.0,9.5,0
SD Chitnis,Kings XI Punjab,35,24,4.0,8.75,2
SE Bond,Chennai Super Kings,33,24,4.0,8.25,0
SE Bond,Deccan Chargers,26,24,4.0,6.5,1
SE Bond,Kings XI Punjab,54,48,8.0,6.75,3
SE Bond,Mumbai Indians,55,42,7.0,7.86,2
SE Bond,Rajasthan Royals,50,48,8.0,6.25,3
SE Rutherford,Chennai Super Kings,17,12,2.0,8.5,0
SE Rutherford,Kings XI Punjab,5,6,1.0,5.0,0
SE Rutherford,Rajasthan Royals,16,11,1.8333333333333335,8.73,0
SE Rutherford,Royal Challengers Bengaluru,6,6,1.0,6.0,1
SE Rutherford,Sunrisers Hyderabad,10,6,1.0,10.0,0
SH Johnson,Chennai Super Kings,35,24,4.0,8.75,1
SH Johnson,Delhi Capitals,20,12,2.0,10.0,1
SH Johnson,Gujarat Titans,39,24,4.0,9.75,1
SH Johnson,Lucknow Super Giants,112,66,11.0,10.18,1
SH Johnson,Mumbai Indians,39,24,4.0,9.75,2
SH Johnson,Rajasthan Royals,76,48,8.0,9.5,1
SH Johnson,Royal Challengers Bengaluru,31,14,2.3333333333333335,13.29,0
SH Johnson,Sunrisers Hyderabad,26,18,3.0,8.67,0
SJ Srivastava,Chennai Super Kings,23,18,3.0,7.67,0
SJ Srivastava,Deccan Chargers,73,48,8.0,9.12,1
SJ Srivastava,Delhi Daredevils,78,48,8.0,9.75,2
SJ Srivastava,Kochi Tuskers Kerala,28,24,4.0,7.0,1
SJ Srivastava,Kolkata Knight Riders,52,36,6.0,8.67,2
SJ Srivastava,Mumbai Indians,40,36,6.0,6.67,2
SJ Srivastava,Pune Warriors,18,18,3.0,6.0,2
SJ Srivastava,Rajasthan Royals,46,24,4.0,11.5,1
SJ Srivastava,Royal Challengers Bengaluru,51,30,5.0,10.2,3
SK Raina,Deccan Chargers,69,73,12.166666666666666,5.67,7
SK Raina,Delhi Daredevils,132,108,18.0,7.33,0
SK Raina,Kings XI Punjab,122,101,16.833333333333332,7.25,3
SK Raina,Kochi Tuskers Kerala,24,24,4.0,6.0,0
SK Raina,Kolkata Knight Riders,132,114,19.0,6.95,3
SK Raina,Mumbai Indians,147,111,18.5,7.95,3
SK Raina,Pune Warriors,49,54,9.0,5.44,0
SK Raina,Rajasthan Royals,91,83,13.833333333333334,6.58,4
SK Raina,Rising Pune Supergiants,9,6,1.0,9.0,0
SK Raina,Royal Challengers Bengaluru,219,156,26.0,8.42,2
SK Raina,Sunrisers Hyderabad,102,78,13.0,7.85,3
SK Trivedi,Chennai Super Kings,277,196,32.666666666666664,8.48,4
SK Trivedi,Deccan Chargers,196,173,28.833333333333332,6.8,12
SK Trivedi,Delhi Daredevils,210,162,27.0,7.78,5
SK Trivedi,Kings XI Punjab,279,228,38.0,7.34,11
SK Trivedi,Kochi Tuskers Kerala,19,24,4.0,4.75,3
SK Trivedi,Kolkata Knight Riders,229,192,32.0,7.16,9
SK Trivedi,Mumbai Indians,217,198,33.0,6.58,7
SK Trivedi,Pune Warriors,133,108,18.0,7.39,3
SK Trivedi,Royal Challengers Bengaluru,201,159,26.5,7.58,9
SK Trivedi,Sunrisers Hyderabad,62,66,11.0,5.64,2
SK Warne,Chennai Super Kings,253,198,33.0,7.67,7
SK Warne,Deccan Chargers,183,162,27.0,6.78,12
SK Warne,Delhi Daredevils,209,180,30.0,6.97,8
SK Warne,Kings XI Punjab,220,132,22.0,10.0,7
SK Warne,Kochi Tuskers Kerala,16,24,4.0,4.0,3
SK Warne,Kolkata Knight Riders,177,168,28.0,6.32,4
SK Warne,Mumbai Indians,166,150,25.0,6.64,7
SK Warne,Pune Warriors,31,24,4.0,7.75,1
SK Warne,Royal Challengers Bengaluru,153,156,26.0,5.88,8
SL Malinga,Chennai Super Kings,549,489,81.5,6.74,31
SL Malinga,Deccan Chargers,137,184,30.666666666666668,4.47,19
SL Malinga,Delhi Capitals,36,24,4.0,9.0,1
SL Malinga,Delhi Daredevils,251,259,43.166666666666664,5.81,21
SL Malinga,Gujarat Lions,69,48,8.0,8.62,3
SL Malinga,Kings XI Punjab,412,330,55.0,7.49,22
SL Malinga,Kochi Tuskers Kerala,39,24,4.0,9.75,2
SL Malinga,Kolkata Knight Riders,436,391,65.16666666666667,6.69,20
SL Malinga,Pune Warriors,130,144,24.0,5.42,12
SL Malinga,Rajasthan Royals,377,307,51.166666666666664,7.37,11
SL Malinga,Rising Pune Supergiants,34,42,7.0,4.86,1
SL Malinga,Royal Challengers Bengaluru,453,376,62.666666666666664,7.23,14
SL Malinga,Sunrisers Hyderabad,253,210,35.0,7.23,13
SM Boland,Delhi Daredevils,31,24,4.0,7.75,2
SM Boland,Mumbai Indians,22,18,3.0,7.33,0
SM Curran,Chennai Super Kings,177,114,19.0,9.32,5
SM Curran,Delhi Capitals,188,138,23.0,8.17,8
SM Curran,Gujarat Titans,61,47,7.833333333333333,7.79,2
SM Curran,Kings XI Punjab,46,30,5.0,9.2,0
SM Curran,Kolkata Knight Riders,337,174,29.0,11.62,5
SM Curran,Lucknow Super Giants,95,66,11.0,8.64,7
SM Curran,Mumbai Indians,246,138,23.0,10.7,7
SM Curran,Punjab Kings,38,36,6.0,6.33,1
SM Curran,Rajasthan Royals,301,192,32.0,9.41,12
SM Curran,Royal Challengers Bengaluru,293,180,30.0,9.77,8
SM Curran,Sunrisers Hyderabad,187,138,23.0,8.13,4
SM Harwood,Chennai Super Kings,21,12,2.0,10.5,0
SM Harwood,Deccan Chargers,25,24,4.0,6.25,2
SM Harwood,Kings XI Punjab,15,24,4.0,3.75,1
SM Pollock,Chennai Super Kings,40,42,7.0,5.71,1
SM Pollock,Deccan Chargers,33,12,2.0,16.5,0
SM Pollock,Delhi Daredevils,49,42,7.0,7.0,2
SM Pollock,Kings XI Punjab,53,42,7.0,7.57,2
SM Pollock,Kolkata Knight Riders,38,48,8.0,4.75,5
SM Pollock,Rajasthan Royals,44,42,7.0,6.29,1
SM Pollock,Royal Challengers Bengaluru,40,48,8.0,5.0,0
SMSM Senanayake,Chennai Super Kings,18,24,4.0,4.5,1
SMSM Senanayake,Kings XI Punjab,57,48,8.0,7.12,2
SMSM Senanayake,Mumbai Indians,50,24,4.0,12.5,1
SMSM Senanayake,Pune Warriors,22,24,4.0,5.5,1
SMSM Senanayake,Rajasthan Royals,24,24,4.0,6.0,2
SMSM Senanayake,Royal Challengers Bengaluru,18,24,4.0,4.5,1
SMSM Senanayake,Sunrisers Hyderabad,17,24,4.0,4.25,1
SN Khan,Royal Challengers Bengaluru,6,2,0.3333333333333333,18.0,0
SN Thakur,Chennai Super Kings,95,60,10.0,9.5,1
SN Thakur,Delhi Capitals,254,148,24.666666666666668,10.3,7
SN Thakur,Delhi Daredevils,98,60,10.0,9.8,2
SN Thakur,Gujarat Lions,37,36,6.0,6.17,2
SN Thakur,Gujarat Titans,130,90,15.0,8.67,2
SN Thakur,Kings XI Punjab,146,112,18.666666666666668,7.82,10
SN Thakur,Kolkata Knight Riders,386,276,46.0,8.39,17
SN Thakur,Lucknow Super Giants,129,76,12.666666666666666,10.18,6
SN Thakur,Mumbai Indians,455,290,48.333333333333336,9.41,11
SN Thakur,Punjab Kings,319,196,32.666666666666664,9.77,14
SN Thakur,Rajasthan Royals,407,283,47.166666666666664,8.63,14
SN Thakur,Royal Challengers Bengaluru,341,228,38.0,8.97,15
SN Thakur,Sunrisers Hyderabad,527,347,57.833333333333336,9.11,18
SP Narine,Chennai Super Kings,549,536,89.33333333333333,6.15,27
SP Narine,Deccan Chargers,26,24,4.0,6.5,2
SP Narine,Delhi Capitals,352,300,50.0,7.04,12
SP Narine,Delhi Daredevils,305,294,49.0,6.22,17
SP Narine,Gujarat Lions,99,72,12.0,8.25,1
SP Narine,Gujarat Titans,178,138,23.0,7.74,7
SP Narine,Kings XI Punjab,497,438,73.0,6.81,28
SP Narine,Lucknow Super Giants,186,189,31.5,5.9,9
SP Narine,Mumbai Indians,671,595,99.16666666666667,6.77,28
SP Narine,Pune Warriors,66,96,16.0,4.12,4
SP Narine,Punjab Kings,212,186,31.0,6.84,8
SP Narine,Rajasthan Royals,581,498,83.0,7.0,16
SP Narine,Rising Pune Supergiants,103,94,15.666666666666666,6.57,3
SP Narine,Royal Challengers Bengaluru,590,528,88.0,6.7,28
SP Narine,Sunrisers Hyderabad,760,672,112.0,6.79,19
SPD Smith,Rajasthan Royals,5,2,0.3333333333333333,15.0,0
SR Dubey,Delhi Capitals,24,24,4.0,6.0,2
SR Dubey,Gujarat Titans,15,16,2.6666666666666665,5.62,1
SR Dubey,Mumbai Indians,32,24,4.0,8.0,2
SR Dubey,Royal Challengers Bengaluru,21,13,2.1666666666666665,9.69,0
SR Tendulkar,Delhi Daredevils,19,6,1.0,19.0,0
SR Tendulkar,Kings XI Punjab,6,6,1.0,6.0,0
SR Tendulkar,Kolkata Knight Riders,11,12,2.0,5.5,0
SR Tendulkar,Royal Challengers Bengaluru,21,12,2.0,10.5,0
SR Watson,Chennai Super Kings,278,203,33.833333333333336,8.22,5
SR Watson,Deccan Chargers,101,72,12.0,8.42,2
SR Watson,Delhi Daredevils,258,246,41.0,6.29,13
SR Watson,Gujarat Lions,81,63,10.5,7.71,5
SR Watson,Kings XI Punjab,297,246,41.0,7.24,13
SR Watson,Kochi Tuskers Kerala,22,24,4.0,5.5,0
SR Watson,Kolkata Knight Riders,343,259,43.166666666666664,7.95,11
SR Watson,Mumbai Indians,440,316,52.666666666666664,8.35,14
SR Watson,Pune Warriors,90,90,15.0,6.0,3
SR Watson,Rajasthan Royals,21,24,4.0,5.25,1
SR Watson,Rising Pune Supergiants,93,72,12.0,7.75,6
SR Watson,Royal Challengers Bengaluru,226,216,36.0,6.28,9
SR Watson,Sunrisers Hyderabad,312,198,33.0,9.45,10
SS Agarwal,Kings XI Punjab,42,24,4.0,10.5,1
SS Cottrell,Chennai Super Kings,28,18,3.0,9.33,0
SS Cottrell,Delhi Capitals,23,24,4.0,5.75,2
SS Cottrell,Mumbai Indians,19,24,4.0,4.75,1
SS Cottrell,Rajasthan Royals,49,18,3.0,16.33,1
SS Cottrell,Royal Challengers Bengaluru,15,18,3.0,5.0,2
SS Cottrell,Sunrisers Hyderabad,27,18,3.0,9.0,0
SS Iyer,Delhi Capitals,7,6,1.0,7.0,0
SS Mishra,Lucknow Super Giants,40,24,4.0,10.0,0
SS Mishra,Sunrisers Hyderabad,18,14,2.3333333333333335,7.71,2
SS Mundhe,Delhi Daredevils,5,6,1.0,5.0,1
SS Sarkar,Delhi Daredevils,19,7,1.1666666666666667,16.29,0
SS Sarkar,Rajasthan Royals,15,18,3.0,5.0,1
SSB Magala,Mumbai Indians,37,24,4.0,9.25,1
SSB Magala,Rajasthan Royals,13,12,2.0,6.5,0
ST Jayasuriya,Chennai Super Kings,34,24,4.0,8.5,2
ST Jayasuriya,Deccan Chargers,89,66,11.0,8.09,2
ST Jayasuriya,Delhi Daredevils,82,66,11.0,7.45,2
ST Jayasuriya,Kings XI Punjab,8,12,2.0,4.0,1
ST Jayasuriya,Kolkata Knight Riders,24,30,5.0,4.8,3
ST Jayasuriya,Rajasthan Royals,63,48,8.0,7.88,2
ST Jayasuriya,Royal Challengers Bengaluru,75,48,8.0,9.38,1
STR Binny,Chennai Super Kings,113,72,12.0,9.42,2
STR Binny,Deccan Chargers,22,12,2.0,11.0,1
STR Binny,Delhi Capitals,9,12,2.0,4.5,0
STR Binny,Delhi Daredevils,75,60,10.0,7.5,4
STR Binny,Gujarat Lions,17,18,3.0,5.67,0
STR Binny,Kings XI Punjab,85,72,12.0,7.08,1
STR Binny,Kolkata Knight Riders,68,48,8.0,8.5,2
STR Binny,Mumbai Indians,128,108,18.0,7.11,6
STR Binny,Pune Warriors,47,42,7.0,6.71,1
STR Binny,Rising Pune Supergiants,57,36,6.0,9.5,1
STR Binny,Royal Challengers Bengaluru,48,48,8.0,6.0,2
STR Binny,Sunrisers Hyderabad,72,66,11.0,6.55,2
SW Tait,Chennai Super Kings,75,67,11.166666666666666,6.72,2
SW Tait,Deccan Chargers,50,46,7.666666666666667,6.52,3
SW Tait,Delhi Daredevils,140,90,15.0,9.33,3
SW Tait,Kings XI Punjab,53,67,11.166666666666666,4.75,8
SW Tait,Kochi Tuskers Kerala,32,18,3.0,10.67,0
SW Tait,Kolkata Knight Riders,74,71,11.833333333333334,6.25,2
SW Tait,Mumbai Indians,70,48,8.0,8.75,1
SW Tait,Pune Warriors,36,48,8.0,4.5,4
SW Tait,Royal Challengers Bengaluru,22,18,3.0,7.33,0
SZ Mulani,Gujarat Titans,23,18,3.0,7.67,0
SZ Mulani,Sunrisers Hyderabad,31,12,2.0,15.5,0
Sachin Baby,Gujarat Lions,4,4,0.6666666666666666,6.0,2
Sachin Baby,Kings XI Punjab,4,6,1.0,4.0,0
Sakib Hussain,Chennai Super Kings,54,48,8.0,6.75,3
Sakib Hussain,Delhi Capitals,29,24,4.0,7.25,1
Sakib Hussain,Gujarat Titans,34,24,4.0,8.5,2
Sakib Hussain,Kolkata Knight Riders,15,18,3.0,5.0,1
Sakib Hussain,Mumbai Indians,38,18,3.0,12.67,1
Sakib Hussain,Punjab Kings,33,24,4.0,8.25,1
Sakib Hussain,Rajasthan Royals,133,72,12.0,11.08,5
Sakib Hussain,Royal Challengers Bengaluru,31,24,4.0,7.75,1
Sandeep Sharma,Chennai Super Kings,548,378,63.0,8.7,14
Sandeep Sharma,Delhi Capitals,269,214,35.666666666666664,7.54,6
Sandeep Sharma,Delhi Daredevils,251,222,37.0,6.78,14
Sandeep Sharma,Gujarat Lions,119,90,15.0,7.93,6
Sandeep Sharma,Gujarat Titans,159,132,22.0,7.23,4
Sandeep Sharma,Kings XI Punjab,123,120,20.0,6.15,8
Sandeep Sharma,Kolkata Knight Riders,423,312,52.0,8.13,10
Sandeep Sharma,Lucknow Super Giants,196,132,22.0,8.91,6
Sandeep Sharma,Mumbai Indians,444,367,61.166666666666664,7.26,26
Sandeep Sharma,Punjab Kings,111,96,16.0,6.94,3
Sandeep Sharma,Rajasthan Royals,267,210,35.0,7.63,5
Sandeep Sharma,Rising Pune Supergiants,93,84,14.0,6.64,5
Sandeep Sharma,Royal Challengers Bengaluru,688,494,82.33333333333333,8.36,30
Sandeep Sharma,Sunrisers Hyderabad,463,312,52.0,8.9,14
Shahbaz Ahmed,Chennai Super Kings,164,96,16.0,10.25,5
Shahbaz Ahmed,Delhi Capitals,112,63,10.5,10.67,2
Shahbaz Ahmed,Gujarat Titans,97,66,11.0,8.82,4
Shahbaz Ahmed,Kolkata Knight Riders,75,39,6.5,11.54,1
Shahbaz Ahmed,Lucknow Super Giants,82,66,11.0,7.45,0
Shahbaz Ahmed,Mumbai Indians,83,42,7.0,11.86,1
Shahbaz Ahmed,Punjab Kings,109,72,12.0,9.08,3
Shahbaz Ahmed,Rajasthan Royals,136,85,14.166666666666666,9.6,5
Shahbaz Ahmed,Royal Challengers Bengaluru,101,60,10.0,10.1,2
Shahbaz Ahmed,Sunrisers Hyderabad,84,66,11.0,7.64,4
Shahid Afridi,Chennai Super Kings,44,36,6.0,7.33,1
Shahid Afridi,Delhi Daredevils,35,18,3.0,11.67,0
Shahid Afridi,Kings XI Punjab,28,18,3.0,9.33,0
Shahid Afridi,Mumbai Indians,53,48,8.0,6.62,4
Shahid Afridi,Rajasthan Royals,37,36,6.0,6.17,3
Shahid Afridi,Royal Challengers Bengaluru,23,24,4.0,5.75,1
Shakib Al Hasan,Chennai Super Kings,245,174,29.0,8.45,3
Shakib Al Hasan,Delhi Capitals,26,24,4.0,6.5,0
Shakib Al Hasan,Delhi Daredevils,133,114,19.0,7.0,4
Shakib Al Hasan,Gujarat Lions,69,36,6.0,11.5,1
Shakib Al Hasan,Kings XI Punjab,189,144,24.0,7.88,4
Shakib Al Hasan,Kochi Tuskers Kerala,28,24,4.0,7.0,3
